unfiltered_contours, biggest_contour, filtered_contours, sorted_contours, num_rects, num_contours, num_targets, cx_list, cy_list, index, coords, difference
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[602.5, 646.5, 8390.0, 42.5, 13212.0]",646.5,"[602.5, 646.5]","[602.5, 646.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8385.0, 42.5, 13198.5]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8385.0, 42.5, 13198.5]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8385.0, 42.5, 13210.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[602.5, 646.5, 8385.0, 42.5, 13210.0]",646.5,"[602.5, 646.5]","[602.5, 646.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8385.0, 42.5, 13198.5]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 650.0, 8390.0, 42.5, 13212.0]",650.0,"[601.5, 650.0]","[601.5, 650.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[601.5, 648.0, 8390.0, 42.5, 13212.0]",648.0,"[601.5, 648.0]","[601.5, 648.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 654.0, 8399.0, 13176.5]",654.0,"[608.5, 654.0]","[608.5, 654.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8388.0, 13190.5]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 654.0, 8399.0, 13176.5]",654.0,"[608.5, 654.0]","[608.5, 654.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8388.0, 13190.5]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 654.0, 8399.0, 13176.5]",654.0,"[608.5, 654.0]","[608.5, 654.0]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8388.0, 13190.5]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[608.5, 650.5, 8389.5, 13188.0]",650.5,"[608.5, 650.5]","[608.5, 650.5]",2,2,1,[273],[213],0,"(273, 213)",47
"[653.5, 649.5]",653.5,"[653.5, 649.5]","[653.5, 649.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[653.5, 649.5]",653.5,"[653.5, 649.5]","[653.5, 649.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[655.5, 646.5]",655.5,"[655.5, 646.5]","[655.5, 646.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[654.0, 640.0]",654.0,"[654.0, 640.0]","[654.0, 640.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[654.0, 640.0]",654.0,"[654.0, 640.0]","[654.0, 640.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[652.0, 635.5]",652.0,"[652.0, 635.5]","[652.0, 635.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[652.5, 638.0]",652.5,"[652.5, 638.0]","[652.5, 638.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[655.5, 637.0]",655.5,"[655.5, 637.0]","[655.5, 637.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[644.5, 631.5]",644.5,"[644.5, 631.5]","[644.5, 631.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[648.0, 656.5]",656.5,"[648.0, 656.5]","[648.0, 656.5]",2,2,1,[276],[213],0,"(276, 213)",44
[],11.5,[],[],0,0,0,[],[],0,"(-1, -1)",321
"[317.0, 50.5, 601.0]",601.0,[601.0],[601.0],0,1,0,[],[],0,"(-1, -1)",321
"[607.5, 647.0]",647.0,"[607.5, 647.0]","[607.5, 647.0]",2,2,1,[276],[213],0,"(276, 213)",44
[586.0],586.0,[586.0],[586.0],0,1,0,[],[],0,"(-1, -1)",321
"[558.0, 593.5]",593.5,"[558.0, 593.5]","[558.0, 593.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[25.5, 617.0, 661.0]",661.0,"[617.0, 661.0]","[617.0, 661.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[598.0, 606.0]",606.0,"[598.0, 606.0]","[598.0, 606.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[602.0, 607.5]",607.5,"[602.0, 607.5]","[602.0, 607.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[603.5, 612.5]",612.5,"[603.5, 612.5]","[603.5, 612.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[602.5, 607.0]",607.0,"[602.5, 607.0]","[602.5, 607.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[602.5, 607.0]",607.0,"[602.5, 607.0]","[602.5, 607.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[614.0, 606.5]",614.0,"[614.0, 606.5]","[614.0, 606.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[607.5, 607.5]",607.5,"[607.5, 607.5]","[607.5, 607.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[591.5, 608.5]",608.5,"[591.5, 608.5]","[591.5, 608.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[28.5, 508.0, 580.0]",580.0,"[508.0, 580.0]","[508.0, 580.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[419.5, 28.5, 534.5]",534.5,"[419.5, 534.5]","[419.5, 534.5]",2,2,1,[276],[214],0,"(276, 214)",44
[26.5],26.5,[],[],0,0,0,[],[],0,"(-1, -1)",321
[],22.5,[],[],0,0,0,[],[],0,"(-1, -1)",321
[30.0],30.0,[],[],0,0,0,[],[],0,"(-1, -1)",321
[30.0],30.0,[],[],0,0,0,[],[],0,"(-1, -1)",321
[30.0],30.0,[],[],0,0,0,[],[],0,"(-1, -1)",321
[34.5],34.5,[],[],0,0,0,[],[],0,"(-1, -1)",321
[44.5],44.5,[],[],0,0,0,[],[],0,"(-1, -1)",321
"[187.5, 153.5, 39.0]",187.5,"[187.5, 153.5]","[153.5, 187.5]",2,2,0,[],[],1,"(-1, -1)",321
"[291.5, 508.5]",508.5,[508.5],[508.5],0,1,0,[],[],0,"(-1, -1)",321
"[309.5, 549.0]",549.0,[549.0],[549.0],0,1,0,[],[],0,"(-1, -1)",321
"[404.5, 569.5]",569.5,"[404.5, 569.5]","[404.5, 569.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[423.5, 569.0]",569.0,"[423.5, 569.0]","[423.5, 569.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[420.0, 571.0]",571.0,"[420.0, 571.0]","[420.0, 571.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[433.5, 574.0]",574.0,"[433.5, 574.0]","[433.5, 574.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[436.5, 573.5]",573.5,"[436.5, 573.5]","[436.5, 573.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[448.5, 568.5]",568.5,"[448.5, 568.5]","[448.5, 568.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[448.5, 568.5]",568.5,"[448.5, 568.5]","[448.5, 568.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[450.0, 591.5]",591.5,"[450.0, 591.5]","[450.0, 591.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[450.0, 591.5]",591.5,"[450.0, 591.5]","[450.0, 591.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[436.0, 610.0]",610.0,"[436.0, 610.0]","[436.0, 610.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[436.0, 610.0]",610.0,"[436.0, 610.0]","[436.0, 610.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[447.0, 600.0]",600.0,"[447.0, 600.0]","[447.0, 600.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[451.0, 603.5]",603.5,"[451.0, 603.5]","[451.0, 603.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[454.0, 602.0]",602.0,"[454.0, 602.0]","[454.0, 602.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[454.0, 602.0]",602.0,"[454.0, 602.0]","[454.0, 602.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[454.0, 601.5]",601.5,"[454.0, 601.5]","[454.0, 601.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[454.0, 601.5]",601.5,"[454.0, 601.5]","[454.0, 601.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[454.0, 601.5]",601.5,"[454.0, 601.5]","[454.0, 601.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[460.0, 602.0]",602.0,"[460.0, 602.0]","[460.0, 602.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[460.0, 602.0]",602.0,"[460.0, 602.0]","[460.0, 602.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[459.0, 598.0]",598.0,"[459.0, 598.0]","[459.0, 598.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[459.0, 598.0]",598.0,"[459.0, 598.0]","[459.0, 598.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[459.0, 598.0]",598.0,"[459.0, 598.0]","[459.0, 598.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[458.5, 597.5]",597.5,"[458.5, 597.5]","[458.5, 597.5]",2,2,1,[276],[215],0,"(276, 215)",44
"[458.0, 618.0]",618.0,"[458.0, 618.0]","[458.0, 618.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[458.0, 618.0]",618.0,"[458.0, 618.0]","[458.0, 618.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[458.0, 618.0]",618.0,"[458.0, 618.0]","[458.0, 618.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[458.0, 618.0]",618.0,"[458.0, 618.0]","[458.0, 618.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[458.0, 618.0]",618.0,"[458.0, 618.0]","[458.0, 618.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[462.5, 618.0]",618.0,"[462.5, 618.0]","[462.5, 618.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[462.5, 618.0]",618.0,"[462.5, 618.0]","[462.5, 618.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[463.5, 619.0]",619.0,"[463.5, 619.0]","[463.5, 619.0]",2,2,1,[276],[215],0,"(276, 215)",44
"[29.5, 623.5, 635.5]",635.5,"[623.5, 635.5]","[623.5, 635.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[30.5, 620.5, 636.5]",636.5,"[620.5, 636.5]","[620.5, 636.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[30.5, 620.5, 636.5]",636.5,"[620.5, 636.5]","[620.5, 636.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[28.0, 621.0, 640.5]",640.5,"[621.0, 640.5]","[621.0, 640.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[613.5, 621.5]",621.5,"[613.5, 621.5]","[613.5, 621.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[611.5, 621.0]",621.0,"[611.5, 621.0]","[611.5, 621.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[611.0, 613.5]",613.5,"[611.0, 613.5]","[611.0, 613.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[615.5, 622.5]",622.5,"[615.5, 622.5]","[615.5, 622.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[616.0, 612.0]",616.0,"[616.0, 612.0]","[616.0, 612.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[624.0, 619.5]",624.0,"[624.0, 619.5]","[624.0, 619.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[623.0, 625.5]",625.5,"[623.0, 625.5]","[623.0, 625.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[615.0, 627.5]",627.5,"[615.0, 627.5]","[615.0, 627.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[618.0, 617.5]",618.0,"[618.0, 617.5]","[618.0, 617.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[609.0, 626.0]",626.0,"[609.0, 626.0]","[609.0, 626.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[26.5, 602.0, 618.5]",618.5,"[602.0, 618.5]","[602.0, 618.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[26.5, 605.5, 622.0]",622.0,"[605.5, 622.0]","[605.5, 622.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[610.0, 606.5]",610.0,"[610.0, 606.5]","[610.0, 606.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[608.0, 604.5]",608.0,"[608.0, 604.5]","[608.0, 604.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[602.5, 604.5]",604.5,"[602.5, 604.5]","[602.5, 604.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[605.5, 593.0]",605.5,"[605.5, 593.0]","[605.5, 593.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[615.0, 599.5]",615.0,"[615.0, 599.5]","[615.0, 599.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[615.0, 604.0]",615.0,"[615.0, 604.0]","[615.0, 604.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[596.5, 608.5]",608.5,"[596.5, 608.5]","[596.5, 608.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[605.5, 609.5]",609.5,"[605.5, 609.5]","[605.5, 609.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[609.5, 610.0]",610.0,"[609.5, 610.0]","[609.5, 610.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[609.0, 612.0]",612.0,"[609.0, 612.0]","[609.0, 612.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[610.0, 612.0]",612.0,"[610.0, 612.0]","[610.0, 612.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[618.0, 607.0]",618.0,"[618.0, 607.0]","[618.0, 607.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[626.5, 598.5]",626.5,"[626.5, 598.5]","[626.5, 598.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[628.0, 612.5]",628.0,"[628.0, 612.5]","[628.0, 612.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[626.0, 611.5]",626.0,"[626.0, 611.5]","[626.0, 611.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[603.5, 611.0]",611.0,"[603.5, 611.0]","[603.5, 611.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[598.5, 589.0]",598.5,"[598.5, 589.0]","[598.5, 589.0]",2,2,1,[276],[213],0,"(276, 213)",44
"[584.5, 590.5]",590.5,"[584.5, 590.5]","[584.5, 590.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[25.5, 555.5, 589.5]",589.5,"[555.5, 589.5]","[555.5, 589.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[25.5, 545.5, 584.0]",584.0,"[545.5, 584.0]","[545.5, 584.0]",2,2,1,[275],[213],0,"(275, 213)",45
"[558.5, 565.5]",565.5,"[558.5, 565.5]","[558.5, 565.5]",2,2,1,[275],[213],0,"(275, 213)",45
"[558.0, 572.5]",572.5,"[558.0, 572.5]","[558.0, 572.5]",2,2,1,[275],[213],0,"(275, 213)",45
"[548.5, 572.5]",572.5,"[548.5, 572.5]","[548.5, 572.5]",2,2,1,[275],[213],0,"(275, 213)",45
"[569.5, 604.0]",604.0,"[569.5, 604.0]","[569.5, 604.0]",2,2,1,[275],[213],0,"(275, 213)",45
"[595.5, 597.5]",597.5,"[595.5, 597.5]","[595.5, 597.5]",2,2,1,[276],[212],0,"(276, 212)",44
"[586.0, 585.0]",586.0,"[586.0, 585.0]","[586.0, 585.0]",2,2,1,[276],[212],0,"(276, 212)",44
"[25.5, 594.0, 615.0]",615.0,"[594.0, 615.0]","[594.0, 615.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[25.5, 575.0, 610.0]",610.0,"[575.0, 610.0]","[575.0, 610.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[25.5, 579.5, 606.0]",606.0,"[579.5, 606.0]","[579.5, 606.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[25.5, 573.0, 607.5]",607.5,"[573.0, 607.5]","[573.0, 607.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[25.5, 569.5, 606.5]",606.5,"[569.5, 606.5]","[569.5, 606.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[25.5, 569.5, 606.0]",606.0,"[569.5, 606.0]","[569.5, 606.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[25.5, 569.0, 603.0]",603.0,"[569.0, 603.0]","[569.0, 603.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[25.5, 561.0, 608.5]",608.5,"[561.0, 608.5]","[561.0, 608.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[25.5, 584.5, 603.5]",603.5,"[584.5, 603.5]","[584.5, 603.5]",2,2,1,[276],[213],0,"(276, 213)",44
"[25.5, 605.5, 606.0]",606.0,"[605.5, 606.0]","[605.5, 606.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[26.0, 608.0, 610.0]",610.0,"[608.0, 610.0]","[608.0, 610.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[26.0, 608.5, 612.0]",612.0,"[608.5, 612.0]","[608.5, 612.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[26.0, 611.5, 607.0]",611.5,"[611.5, 607.0]","[611.5, 607.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[26.0, 610.5, 612.0]",612.0,"[610.5, 612.0]","[610.5, 612.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[26.0, 615.0, 617.5]",617.5,"[615.0, 617.5]","[615.0, 617.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[607.0, 614.5]",614.5,"[607.0, 614.5]","[607.0, 614.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[608.0, 616.5]",616.5,"[608.0, 616.5]","[608.0, 616.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[605.0, 616.0]",616.0,"[605.0, 616.0]","[605.0, 616.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[605.0, 610.5]",610.5,"[605.0, 610.5]","[605.0, 610.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[605.0, 607.5]",607.5,"[605.0, 607.5]","[605.0, 607.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[613.0, 603.0]",613.0,"[613.0, 603.0]","[613.0, 603.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[617.5, 584.0, 76.5]",617.5,"[617.5, 584.0]","[617.5, 584.0]",2,2,1,[277],[213],0,"(277, 213)",43
"[487.5, 620.5]",620.5,"[487.5, 620.5]","[620.5, 487.5]",2,2,1,[277],[213],0,"(277, 213)",43
"[603.0, 529.5]",603.0,"[603.0, 529.5]","[603.0, 529.5]",2,2,1,[277],[213],0,"(277, 213)",43
